discipline_title,event_title,slug_game,participant_type,medal_type,athletes,rank_equal,rank_position,country_name,country_code,country_3_letter_code,athlete_url,athlete_full_name,value_unit,value_type,ano,tempo_segundos,distancia_metros,peso_kg
Athletics,400m men,rio-2016,Athlete,GOLD,,,1,South Africa,ZA,RSA,https://olympics.com/en/athletes/wayde-van-niekerk,Wayde VAN NIEKERK,43030,TIME,2016,43.03,,
Athletics,100m women,rio-2016,Athlete,GOLD,,,1,Jamaica,JM,JAM,https://olympics.com/en/athletes/elaine-thompson,Elaine THOMPSON,10710,TIME,2016,10.71,,
Athletics,4x100m relay men,rio-2016,GameTeam,GOLD,,,1,Jamaica,JM,JAM,,,37270,TIME,2016,37.27,,
Athletics,20km walk men,rio-2016,Athlete,GOLD,,,1,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/zhen-wang,Zhen WANG,4754000,TIME,2016,4754.0,,
Athletics,110m hurdles men,rio-2016,Athlete,GOLD,,,1,Jamaica,JM,JAM,https://olympics.com/en/athletes/omar-mcleod,Omar MCLEOD,13050,TIME,2016,13.05,,
Athletics,400m hurdles women,rio-2016,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/dalilah-muhammad,Dalilah MUHAMMAD,53130,TIME,2016,53.13,,
Athletics,3000m steeplechase men,rio-2016,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/conseslus-kipruto,Conseslus KIPRUTO,483280,TIME,2016,483.28,,
Athletics,200m women,rio-2016,Athlete,GOLD,,,1,Jamaica,JM,JAM,https://olympics.com/en/athletes/elaine-thompson,Elaine THOMPSON,21780,TIME,2016,21.78,,
Athletics,20km race walk women,rio-2016,Athlete,GOLD,,,1,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/hong-liu,Hong LIU,5315000,TIME,2016,5315.0,,
Athletics,5000m men,rio-2016,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/mohamed-farah,Mohamed FARAH,783300,TIME,2016,783.3,,
Athletics,800m women,rio-2016,Athlete,GOLD,,,1,South Africa,ZA,RSA,https://olympics.com/en/athletes/caster-semenya,Caster SEMENYA,115280,TIME,2016,115.28,,
Athletics,10000m men,rio-2016,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/mohamed-farah,Mohamed FARAH,1625170,TIME,2016,1625.17,,
Athletics,400m women,rio-2016,Athlete,GOLD,,,1,Bahamas,BS,BAH,https://olympics.com/en/athletes/shaunae-miller,Shaunae MILLER,49440,TIME,2016,49.44,,
Athletics,50km walk men,london-2012,Athlete,GOLD,,,1,Australia,AU,AUS,https://olympics.com/en/athletes/jared-tallent,Jared TALLENT,13013000,TIME,2012,13013.0,,
Athletics,3000m steeplechase women,london-2012,Athlete,GOLD,,,1,Tunisia,TN,TUN,https://olympics.com/en/athletes/habiba-ghribi,Habiba GHRIBI,548370,TIME,2012,548.37,,
Athletics,800m men,london-2012,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/david-rudisha,David RUDISHA,100910,TIME,2012,100.91,,
Athletics,10000m men,london-2012,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/mohamed-farah,Mohamed FARAH,1650420,TIME,2012,1650.42,,
Athletics,1500m men,london-2012,Athlete,GOLD,,,1,Algeria,DZ,ALG,https://olympics.com/en/athletes/taoufik-makhloufi,Taoufik MAKHLOUFI,214080,TIME,2012,214.08,,
Athletics,4x100m relay women,london-2012,GameTeam,GOLD,,,1,United States of America,US,USA,,,40820,TIME,2012,40.82,,
Athletics,20km race walk women,london-2012,Athlete,GOLD,,,1,Russian Federation,RU,RUS,https://olympics.com/en/athletes/elena-lashmanova,Elena LASHMANOVA,5102000,TIME,2012,5102.0,,
Athletics,100m men,london-2012,Athlete,GOLD,,,1,Jamaica,JM,JAM,https://olympics.com/en/athletes/usain-bolt,Usain BOLT,9630,TIME,2012,9.63,,
Athletics,100m hurdles women,london-2012,Athlete,GOLD,,,1,Australia,AU,AUS,https://olympics.com/en/athletes/sally-pearson,Sally PEARSON,12350,TIME,2012,12.35,,
Athletics,100m women,london-2012,Athlete,GOLD,,,1,Jamaica,JM,JAM,https://olympics.com/en/athletes/shelly-ann-fraser-pryce,Shelly-Ann FRASER-PRYCE,10750,TIME,2012,10.75,,
Athletics,4x400m relay men,london-2012,GameTeam,GOLD,,,1,Bahamas,BS,BAH,,,176720,TIME,2012,176.72,,
Athletics,4x100m relay men,london-2012,GameTeam,GOLD,,,1,Jamaica,JM,JAM,,,36840,TIME,2012,36.84,,
Athletics,200m women,london-2012,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/allyson-felix,Allyson FELIX,21880,TIME,2012,21.88,,
Athletics,400m women,london-2012,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/sanya-richards-ross,Sanya RICHARDS-ROSS,49550,TIME,2012,49.55,,
Athletics,110m hurdles men,london-2012,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/aries-merritt,Aries MERRITT,12920,TIME,2012,12.92,,
Athletics,400m men,london-2012,Athlete,GOLD,,,1,Grenada,GD,GRN,https://olympics.com/en/athletes/kirani-james,Kirani JAMES,43940,TIME,2012,43.94,,
Athletics,marathon women,london-2012,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/tiki-gelana,Tiki GELANA,8587000,TIME,2012,8587.0,,
Athletics,400m hurdles women,london-2012,Athlete,GOLD,,,1,Russian Federation,RU,RUS,https://olympics.com/en/athletes/natalya-antyukh,Natalya ANTYUKH,52700,TIME,2012,52.7,,
Athletics,3000m steeplechase men,london-2012,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/ezekiel-kemboi,Ezekiel KEMBOI,498560,TIME,2012,498.56,,
Athletics,1500m women,london-2012,Athlete,GOLD,,,1,Bahrain,BH,BRN,https://olympics.com/en/athletes/maryam-yusuf-jamal,Maryam Yusuf JAMAL,250740,TIME,2012,250.74,,
Athletics,400m hurdles men,london-2012,Athlete,GOLD,,,1,Dominican Republic,DO,DOM,https://olympics.com/en/athletes/felix-sanchez,Felix SANCHEZ,47630,TIME,2012,47.63,,
Athletics,5000m women,london-2012,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/meseret-defar,Meseret DEFAR,904250,TIME,2012,904.25,,
Athletics,20km walk men,london-2012,Athlete,GOLD,,,1,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/ding-chen,Ding CHEN,4726000,TIME,2012,4726.0,,
Athletics,10000m women,london-2012,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/tirunesh-dibaba,Tirunesh DIBABA,1820750,TIME,2012,1820.75,,
Athletics,5000m men,london-2012,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/mohamed-farah,Mohamed FARAH,821660,TIME,2012,821.66,,
Athletics,4x400m relay women,london-2012,GameTeam,GOLD,,,1,United States of America,US,USA,,,196870,TIME,2012,196.87,,
Athletics,200m men,london-2012,Athlete,GOLD,,,1,Jamaica,JM,JAM,https://olympics.com/en/athletes/usain-bolt,Usain BOLT,19320,TIME,2012,19.32,,
Athletics,800m women,london-2012,Athlete,GOLD,,,1,South Africa,ZA,RSA,https://olympics.com/en/athletes/caster-semenya,Caster SEMENYA,117230,TIME,2012,117.23,,
Athletics,marathon men,london-2012,Athlete,GOLD,,,1,Uganda,UG,UGA,https://olympics.com/en/athletes/stephen-kiprotich,Stephen KIPROTICH,7681000,TIME,2012,7681.0,,
Athletics,20km race walk women,beijing-2008,Athlete,GOLD,,,1,Russian Federation,RU,RUS,https://olympics.com/en/athletes/olga-kaniskina,Olga KANISKINA,5191000,TIME,2008,5191.0,,
Athletics,1500m women,beijing-2008,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/nancy-jebet-langat,Nancy jebet LANGAT,240230,TIME,2008,240.23,,
Athletics,heptathlon women,beijing-2008,Athlete,GOLD,,,1,Ukraine,UA,UKR,https://olympics.com/en/athletes/natallia-dobrynska,Natallia DOBRYNSKA,137720,TIME,2008,137.72,,
Athletics,20km walk men,beijing-2008,Athlete,GOLD,,,1,Russian Federation,RU,RUS,https://olympics.com/en/athletes/valeriy-borchin,Valeriy BORCHIN,4741000,TIME,2008,4741.0,,
Athletics,110m hurdles men,beijing-2008,Athlete,GOLD,,,1,Cuba,CU,CUB,https://olympics.com/en/athletes/dayron-robles,Dayron ROBLES,12930,TIME,2008,12.93,,
Athletics,marathon men,beijing-2008,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/samuel-wanjiru,Samuel WANJIRU,7592000,TIME,2008,7592.0,,
Athletics,decathlon men,beijing-2008,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/bryan-clay,Bryan CLAY,306590,TIME,2008,306.59,,
Athletics,4x100m relay women,beijing-2008,GameTeam,GOLD,,,1,Belgium,BE,BEL,,,42540,TIME,2008,42.54,,
Athletics,800m men,beijing-2008,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/wilfred-bungei,Wilfred BUNGEI,104650,TIME,2008,104.65,,
Athletics,10000m men,beijing-2008,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/kenenisa-bekele,Kenenisa BEKELE,1621170,TIME,2008,1621.17,,
Athletics,200m men,beijing-2008,Athlete,GOLD,,,1,Jamaica,JM,JAM,https://olympics.com/en/athletes/usain-bolt,Usain BOLT,19300,TIME,2008,19.3,,
Athletics,100m men,beijing-2008,Athlete,GOLD,,,1,Jamaica,JM,JAM,https://olympics.com/en/athletes/usain-bolt,Usain BOLT,9690,TIME,2008,9.69,,
Athletics,50km walk men,beijing-2008,Athlete,GOLD,,,1,Italy,IT,ITA,https://olympics.com/en/athletes/alex-schwazer,Alex SCHWAZER,13029000,TIME,2008,13029.0,,
Athletics,10000m women,beijing-2008,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/tirunesh-dibaba,Tirunesh DIBABA,1794660,TIME,2008,1794.66,,
Athletics,100m hurdles women,beijing-2008,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/dawn-harper,Dawn HARPER,12540,TIME,2008,12.54,,
Athletics,4x400m relay women,beijing-2008,GameTeam,GOLD,,,1,United States of America,US,USA,,,198540,TIME,2008,198.54,,
Athletics,4x100m relay men,beijing-2008,GameTeam,GOLD,,,1,Trinidad and Tobago,TT,TTO,,,38060,TIME,2008,38.06,,
Athletics,4x400m relay men,beijing-2008,GameTeam,GOLD,,,1,United States of America,US,USA,,,175390,TIME,2008,175.39,,
Athletics,5000m men,beijing-2008,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/kenenisa-bekele,Kenenisa BEKELE,777820,TIME,2008,777.82,,
Athletics,400m men,beijing-2008,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/lashawn-merritt,Lashawn MERRITT,43750,TIME,2008,43.75,,
Athletics,400m hurdles women,beijing-2008,Athlete,GOLD,,,1,Jamaica,JM,JAM,https://olympics.com/en/athletes/melaine-walker,Melaine WALKER,52640,TIME,2008,52.64,,
Athletics,200m women,beijing-2008,Athlete,GOLD,,,1,Jamaica,JM,JAM,,Veronica Campbell-Brown,21740,TIME,2008,21.74,,
Athletics,marathon women,beijing-2008,Athlete,GOLD,,,1,Romania,RO,ROU,https://olympics.com/en/athletes/constantina-tomescu,Constantina TOMESCU,8804000,TIME,2008,8804.0,,
Athletics,5000m women,beijing-2008,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/tirunesh-dibaba,Tirunesh DIBABA,941400,TIME,2008,941.4,,
Athletics,1500m men,beijing-2008,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/asbel-kiprop,Asbel KIPROP,213110,TIME,2008,213.11,,
Athletics,100m women,beijing-2008,Athlete,GOLD,,,1,Jamaica,JM,JAM,https://olympics.com/en/athletes/shelly-ann-fraser-pryce,Shelly-Ann FRASER-PRYCE,10780,TIME,2008,10.78,,
Athletics,400m hurdles men,beijing-2008,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/angelo-taylor,Angelo TAYLOR,47250,TIME,2008,47.25,,
Athletics,3000m steeplechase women,beijing-2008,Athlete,GOLD,,,1,Russian Federation,RU,RUS,https://olympics.com/en/athletes/gulnara-galkina-samitova,Gulnara GALKINA-SAMITOVA,538810,TIME,2008,538.81,,
Athletics,800m women,beijing-2008,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/pamela-jelimo,Pamela JELIMO,114870,TIME,2008,114.87,,
Athletics,3000m steeplechase men,beijing-2008,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/brimin-kiprop-kipruto,Brimin Kiprop KIPRUTO,490340,TIME,2008,490.34,,
Athletics,400m women,beijing-2008,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/christine-ohuruogu,Christine OHURUOGU,49620,TIME,2008,49.62,,
Athletics,400m hurdles men,athens-2004,Athlete,GOLD,,,1,Dominican Republic,DO,DOM,https://olympics.com/en/athletes/felix-sanchez,Felix SANCHEZ,47630,TIME,2004,47.63,,
Athletics,3000m steeplechase men,athens-2004,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/ezekiel-kemboi,Ezekiel KEMBOI,485810,TIME,2004,485.81,,
Athletics,marathon men,athens-2004,Athlete,GOLD,,,1,Italy,IT,ITA,https://olympics.com/en/athletes/stefano-baldini,Stefano BALDINI,7855000,TIME,2004,7855.0,,
Athletics,4x400m relay women,athens-2004,GameTeam,GOLD,,,1,United States of America,US,USA,,,199010,TIME,2004,199.01,,
Athletics,1500m men,athens-2004,Athlete,GOLD,,,1,Morocco,MA,MAR,https://olympics.com/en/athletes/hicham-el-guerrouj,Hicham EL GUERROUJ,214180,TIME,2004,214.18,,
Athletics,400m women,athens-2004,Athlete,GOLD,,,1,Bahamas,BS,BAH,https://olympics.com/en/athletes/tonique-williams-darling,Tonique WILLIAMS-DARLING,49410,TIME,2004,49.41,,
Athletics,1500m women,athens-2004,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/kelly-holmes,Kelly HOLMES,237900,TIME,2004,237.9,,
Athletics,110m hurdles men,athens-2004,Athlete,GOLD,,,1,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/xiang-liu-1,Xiang LIU,12910,TIME,2004,12.91,,
Athletics,20km walk men,athens-2004,Athlete,GOLD,,,1,Italy,IT,ITA,https://olympics.com/en/athletes/ivano-brugnetti,Ivano BRUGNETTI,4780000,TIME,2004,4780.0,,
Athletics,4x100m relay men,athens-2004,GameTeam,GOLD,,,1,Great Britain,GB,GBR,,,38070,TIME,2004,38.07,,
Athletics,50km walk men,athens-2004,Athlete,GOLD,,,1,Poland,PL,POL,https://olympics.com/en/athletes/robert-korzeniowski,Robert KORZENIOWSKI,13126000,TIME,2004,13126.0,,
Athletics,800m men,athens-2004,Athlete,GOLD,,,1,Russian Federation,RU,RUS,,Yury Borzakovsky,104450,TIME,2004,104.45,,
Athletics,400m men,athens-2004,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/jeremy-wariner,Jeremy WARINER,44000,TIME,2004,44.0,,
Athletics,20km race walk women,athens-2004,Athlete,GOLD,,,1,Greece,GR,GRE,https://olympics.com/en/athletes/athanasia-tsoumeleka,Athanasia TSOUMELEKA,5352000,TIME,2004,5352.0,,
Athletics,marathon women,athens-2004,Athlete,GOLD,,,1,Japan,JP,JPN,https://olympics.com/en/athletes/mizuki-noguchi,Mizuki NOGUCHI,8780000,TIME,2004,8780.0,,
Athletics,400m hurdles women,athens-2004,Athlete,GOLD,,,1,Greece,GR,GRE,https://olympics.com/en/athletes/fani-chalkia,Fani CHALKIA,52820,TIME,2004,52.82,,
Athletics,10000m men,athens-2004,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/kenenisa-bekele,Kenenisa BEKELE,1625100,TIME,2004,1625.1,,
Athletics,200m women,athens-2004,Athlete,GOLD,,,1,Jamaica,JM,JAM,,Veronica Campbell-Brown,22050,TIME,2004,22.05,,
Athletics,4x400m relay men,athens-2004,GameTeam,GOLD,,,1,United States of America,US,USA,,,175910,TIME,2004,175.91,,
Athletics,10000m women,athens-2004,Athlete,GOLD,,,1,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/huina-xing,Huina XING,1824360,TIME,2004,1824.36,,
Athletics,800m women,athens-2004,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/kelly-holmes,Kelly HOLMES,116380,TIME,2004,116.38,,
Athletics,100m men,athens-2004,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/justin-gatlin,Justin GATLIN,9850,TIME,2004,9.85,,
Athletics,100m women,athens-2004,Athlete,GOLD,,,1,Belarus,BY,BLR,https://olympics.com/en/athletes/yuliya-nestsiarenka,Yuliya NESTSIARENKA,10930,TIME,2004,10.93,,
Athletics,decathlon men,athens-2004,Athlete,GOLD,,,1,Czech Republic,CZ,CZE,https://olympics.com/en/athletes/roman-sebrle,Roman SEBRLE,280010,TIME,2004,280.01,,
Athletics,5000m women,athens-2004,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/meseret-defar,Meseret DEFAR,885650,TIME,2004,885.65,,
Athletics,4x100m relay women,athens-2004,GameTeam,GOLD,,,1,Jamaica,JM,JAM,,,41730,TIME,2004,41.73,,
Athletics,100m hurdles women,athens-2004,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/joanna-hayes,Joanna HAYES,12370,TIME,2004,12.37,,
Athletics,200m men,athens-2004,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/shawn-crawford,Shawn CRAWFORD,19790,TIME,2004,19.79,,
Athletics,5000m men,athens-2004,Athlete,GOLD,,,1,Morocco,MA,MAR,https://olympics.com/en/athletes/hicham-el-guerrouj,Hicham EL GUERROUJ,794390,TIME,2004,794.39,,
Athletics,heptathlon women,athens-2004,Athlete,GOLD,,,1,Sweden,SE,SWE,https://olympics.com/en/athletes/carolina-kluft,Carolina KLUFT,134150,TIME,2004,134.15,,
Athletics,4x400m relay men,sydney-2000,GameTeam,GOLD,,,1,Nigeria,NG,NGR,,,178680,TIME,2000,178.68,,
Athletics,10000m men,sydney-2000,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/haile-gebrselassie,Haile GEBRSELASSIE,1638200,TIME,2000,1638.2,,
Athletics,3000m steeplechase men,sydney-2000,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/reuben-kosgei,Reuben KOSGEI,501430,TIME,2000,501.43,,
Athletics,marathon men,sydney-2000,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/gezahegne-abera,Gezahegne ABERA,7811000,TIME,2000,7811.0,,
Athletics,200m men,sydney-2000,Athlete,GOLD,,,1,Greece,GR,GRE,https://olympics.com/en/athletes/kostas-kenteris,Kostas KENTERIS,20090,TIME,2000,20.09,,
Athletics,5000m women,sydney-2000,Athlete,GOLD,,,1,Romania,RO,ROU,https://olympics.com/en/athletes/gabriela-szabo,Gabriela SZABO,880790,TIME,2000,880.79,,
Athletics,1500m men,sydney-2000,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/noah-kiprono-ngenyi,Noah Kiprono NGENYI,212070,TIME,2000,212.07,,
Athletics,400m hurdles men,sydney-2000,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/angelo-taylor,Angelo TAYLOR,47500,TIME,2000,47.5,,
Athletics,4x400m relay women,sydney-2000,GameTeam,GOLD,,,1,United States of America,US,USA,,,202620,TIME,2000,202.62,,
Athletics,400m men,sydney-2000,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/michael-johnson,Michael JOHNSON,43840,TIME,2000,43.84,,
Athletics,10000m women,sydney-2000,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/derartu-tulu,Derartu TULU,1817490,TIME,2000,1817.49,,
Athletics,400m hurdles women,sydney-2000,Athlete,GOLD,,,1,Russian Federation,RU,RUS,https://olympics.com/en/athletes/irina-privalova,Irina PRIVALOVA,53020,TIME,2000,53.02,,
Athletics,800m women,sydney-2000,Athlete,GOLD,,,1,Mozambique,MZ,MOZ,https://olympics.com/en/athletes/maria-mutola,Maria MUTOLA,116150,TIME,2000,116.15,,
Athletics,400m women,sydney-2000,Athlete,GOLD,,,1,Australia,AU,AUS,https://olympics.com/en/athletes/cathy-freeman,Cathy FREEMAN,49110,TIME,2000,49.11,,
Athletics,110m hurdles men,sydney-2000,Athlete,GOLD,,,1,Cuba,CU,CUB,https://olympics.com/en/athletes/anier-garcia,Anier GARCIA,13000,TIME,2000,13.0,,
Athletics,4x100m relay women,sydney-2000,GameTeam,GOLD,,,1,Bahamas,BS,BAH,,,41950,TIME,2000,41.95,,
Athletics,800m men,sydney-2000,Athlete,GOLD,,,1,Germany,DE,GER,https://olympics.com/en/athletes/nils-schumann,Nils SCHUMANN,105080,TIME,2000,105.08,,
Athletics,200m women,sydney-2000,Athlete,GOLD,,,1,Bahamas,BS,BAH,https://olympics.com/en/athletes/pauline-elaine-davis,Pauline Elaine DAVIS,22270,TIME,2000,22.27,,
Athletics,100m men,sydney-2000,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/maurice-greene,Maurice GREENE,9870,TIME,2000,9.87,,
Athletics,1500m women,sydney-2000,Athlete,GOLD,,,1,Algeria,DZ,ALG,https://olympics.com/en/athletes/nouria-merah-benida,Nouria MERAH-BENIDA,245100,TIME,2000,245.1,,
Athletics,heptathlon women,sydney-2000,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/denise-lewis,Denise LEWIS,136830,TIME,2000,136.83,,
Athletics,20km walk men,sydney-2000,Athlete,GOLD,,,1,Poland,PL,POL,https://olympics.com/en/athletes/robert-korzeniowski,Robert KORZENIOWSKI,4739000,TIME,2000,4739.0,,
Athletics,decathlon men,sydney-2000,Athlete,GOLD,,,1,Estonia,EE,EST,https://olympics.com/en/athletes/erki-nool,Erki NOOL,269480,TIME,2000,269.48,,
Athletics,marathon women,sydney-2000,Athlete,GOLD,,,1,Japan,JP,JPN,https://olympics.com/en/athletes/naoko-takahashi,Naoko TAKAHASHI,8594000,TIME,2000,8594.0,,
Athletics,5000m men,sydney-2000,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/millon-wolde,Millon WOLDE,815490,TIME,2000,815.49,,
Athletics,4x100m relay men,sydney-2000,GameTeam,GOLD,,,1,United States of America,US,USA,,,37610,TIME,2000,37.61,,
Athletics,100m hurdles women,sydney-2000,Athlete,GOLD,,,1,Kazakhstan,KZ,KAZ,https://olympics.com/en/athletes/olga-shishigina,Olga SHISHIGINA,12650,TIME,2000,12.65,,
Athletics,50km walk men,sydney-2000,Athlete,GOLD,,,1,Poland,PL,POL,https://olympics.com/en/athletes/robert-korzeniowski,Robert KORZENIOWSKI,13342000,TIME,2000,13342.0,,
Athletics,20km race walk women,sydney-2000,Athlete,GOLD,,,1,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/liping-wang-1,Liping WANG,5345000,TIME,2000,5345.0,,
Athletics,10000m walk women,atlanta-1996,Athlete,GOLD,,,1,Russian Federation,RU,RUS,https://olympics.com/en/athletes/yelena-nikolayeva,Yelena NIKOLAYEVA,2509000,TIME,1996,2509.0,,
Athletics,10000m women,atlanta-1996,Athlete,GOLD,,,1,Portugal,PT,POR,https://olympics.com/en/athletes/fernanda-ribeiro,Fernanda RIBEIRO,1861630,TIME,1996,1861.63,,
Athletics,decathlon men,atlanta-1996,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/dan-o-brien,Dan O'BRIEN,285890,TIME,1996,285.89,,
Athletics,10000m men,atlanta-1996,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/haile-gebrselassie,Haile GEBRSELASSIE,1627340,TIME,1996,1627.34,,
Athletics,800m men,atlanta-1996,Athlete,GOLD,,,1,Norway,,NOR,https://olympics.com/en/athletes/vebjorn-rodal,Vebjorn RODAL,102580,TIME,1996,102.58,,
